title,available_globally,release_date,hours_viewed,Clean_Title,Season_Num,Contains_Numbers,Clean_Title_Char_Len
American Manhunt: The Boston Marathon Bombing: Limited Series,Yes,2023-04-12,47900000,american manhunt the boston marathon bombing limited series,,False,59
Twenty Five Twenty One: Season 1 // 스물다섯 스물하나: 시즌 1,Yes,2022-02-12,47800000,twenty five twenty one,1.0,True,22
Shrek 2,No,,47500000,shrek 2,,True,7
JUNG_E // 정이,Yes,2023-01-20,47100000,junge,,False,5
Friends (1994): Season 3,No,,46900000,friends 1994,3.0,True,12
The School for Good and Evil,Yes,2022-10-19,46900000,the school for good and evil,,False,28
Puss in Boots (2011),No,,46600000,puss in boots 2011,,True,18
The Thundermans: Season 2,No,,46500000,the thundermans,2.0,True,15
Friends (1994): Season 1,No,,46400000,friends 1994,1.0,True,12
Teen Titans Go!: Season 1,No,,46400000,teen titans go,1.0,True,14
Rana Naidu: Season 1 // राणा नायडू: सीज़न 1,Yes,2023-03-10,46300000,rana naidu,1.0,True,10
From Scratch: Limited Series,Yes,2022-10-21,46200000,from scratch limited series,,False,27
Bake Squad: Season 2,Yes,2023-01-20,46100000,bake squad,2.0,True,10
Friends (1994): Season 7,No,,46100000,friends 1994,7.0,True,12
Under the Queen's Umbrella: Limited Series // 슈룹: 리미티드 시리즈,Yes,2022-10-15,46100000,under the queens umbrella limited series,,False,40
Ganglands: Season 2 // Braqueurs : La série: Saison 2,Yes,2023-02-17,46000000,ganglands,2.0,True,9
The Queen's Gambit: Limited Series,Yes,2020-10-23,45900000,the queens gambit limited series,,False,32
Virgin River: Season 4,Yes,2022-07-20,45900000,virgin river,4.0,True,12
Gabby's Dollhouse: Season 7,Yes,2023-03-20,45800000,gabbys dollhouse,7.0,True,16
A Beautiful Life,Yes,2023-06-01,45700000,a beautiful life,,False,16
Peppa Pig: Season 6,No,,45700000,peppa pig,6.0,True,9
Copycat Killer: Season 1 // 模仿犯: 第 1 季,Yes,2023-03-31,45600000,copycat killer,1.0,True,14
Avatar: The Last Airbender: Book 1,No,,45500000,avatar the last airbender book 1,,True,32
Friends (1994): Season 9,No,,45400000,friends 1994,9.0,True,12
Peaky Blinders: Season 2,No,2014-11-14,45400000,peaky blinders,2.0,True,14
The Flash (2014): Season 2,No,,45400000,the flash 2014,2.0,True,14
Boys Over Flowers: Volume 1 // 꽃보다 남자: 1권,No,,45300000,boys over flowers volume 1    1,,True,31
The Office (U.S.): Season 2,No,,45300000,the office us,2.0,True,13
Transatlantic: Limited Series,Yes,2023-04-07,45300000,transatlantic limited series,,False,28
Friends (1994): Season 4,No,,45200000,friends 1994,4.0,True,12
Masha and the Bear: Season 2,No,,45100000,masha and the bear,2.0,True,18
Friends (1994): Season 8,No,,44900000,friends 1994,8.0,True,12
The Woman King,No,,44900000,the woman king,,False,14
Love Island USA: Season 2,No,,44800000,love island usa,2.0,True,15
Money Heist: Part 5 // La casa de papel: Parte 5,Yes,2021-09-03,44700000,money heist part 5  la casa de papel parte 5,,True,44
The Walking Dead: Season 1,No,,44600000,the walking dead,1.0,True,16
Grey's Anatomy: Season 3,No,,44300000,greys anatomy,3.0,True,13
S.W.A.T. (2017): Season 3,No,,44200000,swat 2017,3.0,True,9
Las muñecas de la mafia: Season 1,No,2015-07-01,44000000,las muecas de la mafia,1.0,True,22
Lucifer: Season 4,No,2019-05-08,44000000,lucifer,4.0,True,7
Better Call Saul: Season 5,No,2020-02-24,43900000,better call saul,5.0,True,16
Teen Wolf (2011): Season 3,No,,43900000,teen wolf 2011,3.0,True,14
Friends (1994): Season 2,No,,43800000,friends 1994,2.0,True,12
In Love All Over Again: Season 1 // Todas las veces que nos enamoramos: Season 1,Yes,2023-02-14,43800000,in love all over again,1.0,True,22
PIECES OF HER: Season 1,Yes,2022-03-04,43800000,pieces of her,1.0,True,13
F9: The Fast Saga,No,,43700000,f9 the fast saga,,True,16
The 100: Season 1,No,,43600000,the 100,1.0,True,7
The Blacklist: Season 7,No,,43500000,the blacklist,7.0,True,13
Vikings (2013): Season 5,No,,43400000,vikings 2013,5.0,True,12
Shameless (U.S.): Season 2,No,,43300000,shameless us,2.0,True,12
The Office (U.S.): Season 6,No,,43300000,the office us,6.0,True,13
El Chema: Season 1,No,,43200000,el chema,1.0,True,8
Rosario Tijeras (Mexico): Season 2,No,,43200000,rosario tijeras mexico,2.0,True,22
Santiago of the Seas: Season 1,No,,43200000,santiago of the seas,1.0,True,20
Seinfeld: Season 6,Yes,,43200000,seinfeld,6.0,True,8
Inside Man: Season 1,Yes,2022-10-31,43100000,inside man,1.0,True,10
The Last Kingdom: Season 4,No,2020-04-26,42900000,the last kingdom,4.0,True,16
Through My Window 2: Across the Sea // A través de mi ventana 2: A través del mar,Yes,2023-06-23,42900000,through my window 2 across the sea  a travs de mi ventana 2 a travs del mar,,True,75
CoComelon: Season 6,Yes,2022-09-05,42800000,cocomelon,6.0,True,9
Seinfeld: Season 4,Yes,,42800000,seinfeld,4.0,True,8
Valeria: Season 3,Yes,2023-06-02,42800000,valeria,3.0,True,7
Pokémon The Series: Indigo League: Season 1 // ポケットモンスター,No,,42700000,pokmon the series indigo league,1.0,True,31
Purple Hearts,Yes,2022-07-29,42700000,purple hearts,,False,13
The Last Kingdom: Season 3,Yes,2018-11-19,42700000,the last kingdom,3.0,True,16
Waco: American Apocalypse: Limited Series,Yes,2023-03-22,42700000,waco american apocalypse limited series,,False,39
Gabby's Dollhouse: Season 2,Yes,2021-08-10,42600000,gabbys dollhouse,2.0,True,16
Too Hot to Handle: Season 4,Yes,2022-12-07,42600000,too hot to handle,4.0,True,17
Guillermo del Toro’s Pinocchio,Yes,2022-12-09,42500000,guillermo del toros pinocchio,,False,29
Unlocked // 스마트폰을 떨어뜨렸을 뿐인데,Yes,2023-02-17,42500000,unlocked,,False,8
The Crown: Season 1,Yes,2016-11-04,42400000,the crown,1.0,True,9
Arrow: Season 1,No,,42300000,arrow,1.0,True,5
Blippi's Adventures: Season 1,Yes,,42100000,blippis adventures,1.0,True,18
The Good Doctor: Season 4,No,,42100000,the good doctor,4.0,True,15
Lucifer: Season 6,No,2021-09-10,41800000,lucifer,6.0,True,7
"Pamela, a love story",Yes,2023-01-31,41800000,pamela a love story,,False,19
Chor Nikal Ke Bhaga // चोर निकल के भागा,Yes,2023-03-24,41700000,chor nikal ke bhaga,,False,19
Seinfeld: Season 7,Yes,,41700000,seinfeld,7.0,True,8
The Garfield Show: Season 1,No,,41500000,the garfield show,1.0,True,17
Agency: Season 1 // 대행사: 시즌 1,No,,41400000,agency,1.0,True,6
White Chicks,No,,41400000,white chicks,,False,12
Wellmania: Season 1,Yes,2023-03-29,41300000,wellmania,1.0,True,9
Seinfeld: Season 3,Yes,,41200000,seinfeld,3.0,True,8
The Creature Cases: Chapter 1,Yes,2022-04-12,41200000,the creature cases chapter 1,,True,28
Maestro in Blue: Season 1 // Maestro: Season 1,Yes,2022-12-18,41100000,maestro in blue,1.0,True,15
Turbo (2013),No,,41100000,turbo 2013,,True,10
McGREGOR FOREVER: Limited Series,Yes,2023-05-17,41000000,mcgregor forever limited series,,False,31
Black Money Love: Season 1 // Kara Para Ask: Sezon 1,No,,40900000,black money love,1.0,True,16
Bloodshot (2020),No,,40900000,bloodshot 2020,,True,14
The Flash (2014): Season 8,No,,40900000,the flash 2014,8.0,True,14
El Chapo: Season 1,Yes,2017-06-16,40600000,el chapo,1.0,True,8
Shameless (U.S.): Season 3,No,,40600000,shameless us,3.0,True,12
Demon Slayer: Kimetsu no Yaiba: Swordsmith Village Arc // 鬼滅の刃: 刀鍛冶の里編,No,,40500000,demon slayer kimetsu no yaiba swordsmith village arc,,False,52
Jane The Virgin: Season 2,No,,40400000,jane the virgin,2.0,True,15
The Snitch Cartel: Origins: Season 1 // El cartel de los sapos: El origen: Temporada 1,No,2021-07-28,40400000,the snitch cartel origins,1.0,True,25
Guillermo del Toro's Cabinet of Curiosities: Season 1,Yes,2022-10-25,40300000,guillermo del toros cabinet of curiosities,1.0,True,42
Pokémon Journeys: The Series: Season 1,No,,40300000,pokmon journeys the series,1.0,True,26
Seinfeld: Season 5,Yes,,40300000,seinfeld,5.0,True,8
Shrek Forever After,No,,40300000,shrek forever after,,False,19
The 100: Season 2,No,,40300000,the 100,2.0,True,7
Unsolved Mysteries: Volume 3,Yes,2022-10-18,40300000,unsolved mysteries volume 3,,True,27
Better Call Saul: Season 3,No,2017-04-11,40200000,better call saul,3.0,True,16
The Last Kingdom: Season 2,Yes,2017-03-20,40200000,the last kingdom,2.0,True,16
Too Hot to Handle: Germany: Season 1,Yes,2023-02-28,40200000,too hot to handle germany,1.0,True,25
Avatar: The Last Airbender: Book 3,No,,40100000,avatar the last airbender book 3,,True,32
Our Planet,Yes,2019-04-05,40100000,our planet,,False,10
H2O: Just Add Water: Season 1,No,,40000000,h2o just add water,1.0,True,18
The King: Eternal Monarch: Season 1 // 더 킹: 영원의 군주: 시즌 1,Yes,2020-04-17,39900000,the king eternal monarch,1.0,True,24
The Office (U.S.): Season 7,No,,39900000,the office us,7.0,True,13
Grey's Anatomy: Season 5,No,,39800000,greys anatomy,5.0,True,13
Emergency: NYC: Season 1,Yes,2023-03-29,39700000,emergency nyc,1.0,True,13
In the Name of God: A Holy Betrayal: Season 1 // 나는 신이다: 신이 배신한 사람들: 시즌 1,Yes,2023-03-03,39700000,in the name of god a holy betrayal,1.0,True,34
Better Call Saul: Season 2,No,2016-02-15,39500000,better call saul,2.0,True,16
Gabby's Dollhouse: Season 6,Yes,2022-11-01,39500000,gabbys dollhouse,6.0,True,16
Infiesto,Yes,2023-02-03,39500000,infiesto,,False,8
Sanctuary: Season 1 // サンクチュアリ -聖域-: シーズン1,No,2023-05-04,39400000,sanctuary,1.0,True,9
Suits (2011): Season 8,No,,39400000,suits 2011,8.0,True,10
Ganglands: Season 1 // Braqueurs : La série: Saison 1,Yes,2021-09-24,39300000,ganglands,1.0,True,9
The Hunger Games,No,,39300000,the hunger games,,False,16
Trolley: Limited Series // 트롤리: 리미티드 시리즈,Yes,2022-12-19,39200000,trolley limited series,,False,22
High Heat: Season 1 // Donde hubo fuego: Season 1,Yes,2022-08-17,39100000,high heat,1.0,True,9
Rosario Tijeras (Mexico): Season 3,No,,38900000,rosario tijeras mexico,3.0,True,22
The Sinner: Season 4: Percy,No,2022-01-26,38900000,the sinner,4.0,True,10
Avatar: The Last Airbender: Book 2,No,,38700000,avatar the last airbender book 2,,True,32
Ozark: Season 4,Yes,2022-01-21,38700000,ozark,4.0,True,5
Shark Tale,No,,38700000,shark tale,,False,10
The Hatchet Wielding Hitchhiker,Yes,2023-01-10,38700000,the hatchet wielding hitchhiker,,False,31
6 Underground,Yes,2019-12-13,38600000,6 underground,,True,13
Better Call Saul: Season 4,No,2018-08-07,38600000,better call saul,4.0,True,16
Narcos: Season 2,Yes,2016-09-02,38600000,narcos,2.0,True,6
Grey's Anatomy: Season 6,No,,38400000,greys anatomy,6.0,True,13
Mother's Day // Dzień Matki,Yes,2023-05-24,38300000,mothers day  dzie matki,,False,23
Orange Is the New Black: Season 2,Yes,2014-06-06,38300000,orange is the new black,2.0,True,23
Vikings (2013): Season 6,No,,38300000,vikings 2013,6.0,True,12
El Chapo: Season 2,Yes,2017-12-15,38200000,el chapo,2.0,True,8
Brooklyn Nine-Nine: Season 6,No,,38100000,brooklyn ninenine,6.0,True,17
Queer Eye: Season 7,Yes,2023-05-12,38100000,queer eye,7.0,True,9
Sleeping Dog: Limited Series // Schlafende Hunde: Miniserie,Yes,2023-06-22,38000000,sleeping dog limited series  schlafende hunde miniserie,,False,55
The Big Bang Theory: Season 4,No,,38000000,the big bang theory,4.0,True,19
The Good Doctor: Season 2,No,,38000000,the good doctor,2.0,True,15
Cúmplices de um Resgate: Season 1,No,,37800000,cmplices de um resgate,1.0,True,22
The Big Bang Theory: Season 6,No,,37800000,the big bang theory,6.0,True,19
The Flash (2014): Season 3,No,,37700000,the flash 2014,3.0,True,14
The Good Doctor: Season 3,No,,37700000,the good doctor,3.0,True,15
Back to the Outback,Yes,2021-12-10,37600000,back to the outback,,False,19
Booba: Season 4,Yes,,37600000,booba,4.0,True,5
The Big Bang Theory: Season 7,No,,37600000,the big bang theory,7.0,True,19
Vikings (2013): Season 1,No,,37600000,vikings 2013,1.0,True,12
As Aventuras de Poliana: Season 1,No,,37500000,as aventuras de poliana,1.0,True,23
The Big Bang Theory: Season 5,No,,37400000,the big bang theory,5.0,True,19
The Rookie: Season 1,No,,37400000,the rookie,1.0,True,10
Fauda: Season 1 // פאודה: עונה 1,Yes,2016-12-02,37300000,fauda,1.0,True,5
Mr. Sunshine: Season 1 // 미스터 션샤인: 시즌 1,Yes,2018-07-07,37300000,mr sunshine,1.0,True,11
2 Guns,No,,37100000,2 guns,,True,6
"Lyle, Lyle, Crocodile",No,,37100000,lyle lyle crocodile,,False,19
Money Heist: Part 2 // La casa de papel: Parte 2,Yes,2017-11-30,37100000,money heist part 2  la casa de papel parte 2,,True,44
Outlander: Season 2,No,2016-04-10,37100000,outlander,2.0,True,9
Queens on the Run // Fuga de reinas,No,2023-04-14,37100000,queens on the run  fuga de reinas,,False,33
Shameless (U.S.): Season 4,No,,37100000,shameless us,4.0,True,12
S.W.A.T. (2017): Season 4,No,,37000000,swat 2017,4.0,True,9
Peaky Blinders: Season 6,No,2022-06-10,36900000,peaky blinders,6.0,True,14
Seinfeld: Season 8,Yes,,36900000,seinfeld,8.0,True,8
The Mitchells vs. The Machines,Yes,2021-04-30,36900000,the mitchells vs the machines,,False,29
PJ Masks: Season 4,No,,36700000,pj masks,4.0,True,8
All For Love: Season 1 // Amar y vivir: Temporada 1,No,2020-06-26,36600000,all for love,1.0,True,12
Glamorous: Season 1,Yes,2023-06-22,36600000,glamorous,1.0,True,9
Meekah: Season 1,Yes,,36600000,meekah,1.0,True,6
Peaky Blinders: Season 3,No,2016-05-31,36600000,peaky blinders,3.0,True,14
Troll,Yes,2022-12-01,36600000,troll,,False,5
Rebelde Way (2002): Temporada 1,No,,36500000,rebelde way 2002 temporada 1,,True,28
The Big Bang Theory: Season 8,No,,36400000,the big bang theory,8.0,True,19
Thicker Than Water: Season 1 // Jusqu'ici tout va bien: Saison 1,Yes,2023-04-07,36300000,thicker than water,1.0,True,18
Chris Rock: Selective Outrage,Yes,2023-03-04,36200000,chris rock selective outrage,,False,28
Daughter From Another Mother: Season 3 // Madre solo hay dos: Temporada 3,Yes,2022-12-25,36200000,daughter from another mother,3.0,True,28
Grown Ups (2010),No,,36200000,grown ups 2010,,True,14
Let Him Go,No,,36200000,let him go,,False,10
Outlander: Season 6,No,2022-03-07,36200000,outlander,6.0,True,9
Against the Ropes: Season 1 // Contra las cuerdas: Temporada 1,No,2023-01-25,36100000,against the ropes,1.0,True,17
Ozark: Season 1,Yes,2017-07-21,36100000,ozark,1.0,True,5
A Quiet Place Part II,No,,36000000,a quiet place part ii,,False,21
My Little Pony: Friendship Is Magic: Season 1,Yes,,36000000,my little pony friendship is magic,1.0,True,34
Power Rangers Dino Fury: Season 1,No,2021-06-14,36000000,power rangers dino fury,1.0,True,23
Hotel Transylvania (2012),No,,35900000,hotel transylvania 2012,,True,23
The Office (U.S.): Season 4,No,,35900000,the office us,4.0,True,13
Ancient Apocalypse: Season 1,Yes,2022-11-11,35800000,ancient apocalypse,1.0,True,18
Missing (2023),No,,35800000,missing 2023,,True,12
Virgin River: Season 1,Yes,2019-12-06,35800000,virgin river,1.0,True,12
Queen Cleopatra: Limited Series,Yes,2023-05-10,35700000,queen cleopatra limited series,,False,30
Shameless (U.S.): Season 5,No,,35600000,shameless us,5.0,True,12
Record of Ragnarok: Season 1 // 終末のワルキューレ: シーズン1,No,2021-06-17,35500000,record of ragnarok,1.0,True,18
The Boss Baby: Back in the Crib: Season 1,Yes,2022-05-19,35500000,the boss baby back in the crib,1.0,True,30
Wish Dragon,Yes,2021-06-11,35400000,wish dragon,,False,11
Unstable: Season 1,Yes,2023-03-30,35300000,unstable,1.0,True,8
Bling Empire: New York: Season 1,Yes,2023-01-20,35200000,bling empire new york,1.0,True,21
Grey's Anatomy: Season 8,No,,35200000,greys anatomy,8.0,True,13
King the Land: Limited Series // 킹더랜드: 리미티드 시리즈,No,2023-06-17,35200000,king the land limited series,,False,28
The Big Bang Theory: Season 11,No,,35200000,the big bang theory,11.0,True,19
Hospital Playlist: Season 1 // 슬기로운 의사생활: 시즌 1,Yes,2020-03-12,35000000,hospital playlist,1.0,True,17
Keep Breathing: Limited Series,Yes,2022-07-28,35000000,keep breathing limited series,,False,29
The Big Bang Theory: Season 10,No,,35000000,the big bang theory,10.0,True,19
Bad Boys for Life,No,,34900000,bad boys for life,,False,17
Inventing Anna: Limited Series,Yes,2022-02-11,34800000,inventing anna limited series,,False,29
The Big Bang Theory: Season 2,No,,34800000,the big bang theory,2.0,True,19
El Cartel: Season 1,No,,34600000,el cartel,1.0,True,9
That Girl Lay Lay: Season 2,No,2023-02-23,34600000,that girl lay lay,2.0,True,17
The Big Bang Theory: Season 3,No,,34600000,the big bang theory,3.0,True,19
The Big Bang Theory: Season 9,No,,34600000,the big bang theory,9.0,True,19
Unlock My Boss // 사장님을 잠금해제,No,,34500000,unlock my boss,,False,14
Bullet Train,No,,34400000,bullet train,,False,12
How to Get Away With Murder: Season 1,No,,34300000,how to get away with murder,1.0,True,27
Pressure Cooker: Season 1,Yes,2023-01-06,34300000,pressure cooker,1.0,True,15
CoComelon: Season 8,Yes,2023-04-10,34200000,cocomelon,8.0,True,9
Shameless (U.S.): Season 6,No,,34100000,shameless us,6.0,True,12
Vikings (2013): Season 2,No,,34100000,vikings 2013,2.0,True,12
Cobra Kai: Season 1,Yes,2020-08-28,34000000,cobra kai,1.0,True,9
Grey's Anatomy: Season 7,No,,34000000,greys anatomy,7.0,True,13
Jurassic World,No,,34000000,jurassic world,,False,14
Riverdale: Season 2,No,2017-10-12,34000000,riverdale,2.0,True,9
How to Get Rich: Season 1,Yes,2023-04-18,33900000,how to get rich,1.0,True,15
Prisoners (2013),No,,33900000,prisoners 2013,,True,14
Forecasting Love and Weather: Season 1 // 기상청 사람들: 사내연애 잔혹사 편: 시즌 1,Yes,2022-02-12,33800000,forecasting love and weather,1.0,True,28
Gabby's Dollhouse: Season 4,Yes,2022-02-01,33800000,gabbys dollhouse,4.0,True,16
Grey's Anatomy: Season 9,No,,33800000,greys anatomy,9.0,True,13
Half Bad: The Bastard Son & The Devil Himself: Season 1,Yes,2022-10-28,33800000,half bad the bastard son  the devil himself,1.0,True,43
Money Heist: Part 3 // La casa de papel: Parte 3,Yes,2019-07-19,33700000,money heist part 3  la casa de papel parte 3,,True,44
Seinfeld: Season 9,Yes,,33700000,seinfeld,9.0,True,8
The 100: Season 3,No,,33700000,the 100,3.0,True,7
Teen Titans Go!: Season 2,No,,33500000,teen titans go,2.0,True,14
White Noise,Yes,2022-12-30,33500000,white noise,,False,11
Barbecue Showdown: Season 2,Yes,2023-05-26,33400000,barbecue showdown,2.0,True,17
La piloto: Season 1,No,,33400000,la piloto,1.0,True,9
The Witcher: Season 3,Yes,2023-06-29,33400000,the witcher,3.0,True,11
The Crown: Season 2,Yes,2017-12-08,33300000,the crown,2.0,True,9
Outlander: Season 5,No,2020-02-15,33200000,outlander,5.0,True,9
Peaky Blinders: Season 4,No,2017-12-20,33200000,peaky blinders,4.0,True,14
Shameless (U.S.): Season 9,No,,33100000,shameless us,9.0,True,12
The Crown: Season 4,Yes,2020-11-15,33100000,the crown,4.0,True,9
S.W.A.T. (2017): Season 5,No,,33000000,swat 2017,5.0,True,9
Shooter: Season 3,No,2018-06-22,33000000,shooter,3.0,True,7
Through My Window // A través de mi ventana,Yes,2022-02-04,33000000,through my window  a travs de mi ventana,,False,40
Gabby's Dollhouse: Season 3,Yes,2021-10-19,32900000,gabbys dollhouse,3.0,True,16
"Nevertheless,: Season 1 // 알고있지만,: 시즌 1",Yes,2021-06-19,32800000,nevertheless,1.0,True,12
The Big Bang Theory: Season 12,No,,32800000,the big bang theory,12.0,True,19
Good Girls: Season 1,Yes,2018-07-03,32700000,good girls,1.0,True,10
